,model,fitness,episode
977,./models\v1_20241125-160355_cf23c8f0_5100.pth,-147.48190883311895,5100
978,./models\v1_20241125-174954_cf23c8f0_10000.pth,-138.1449875249965,10000
979,./models\v1_20241125-174954_cf23c8f0_10100.pth,-133.6958472849758,10100
980,./models\v1_20241125-174954_cf23c8f0_10200.pth,-146.40458229199737,10200
981,./models\v1_20241125-174954_cf23c8f0_10300.pth,-120.72572906174335,10300
982,./models\v1_20241125-174954_cf23c8f0_10400.pth,-68.97897479410106,10400
983,./models\v1_20241125-174954_cf23c8f0_10500.pth,-92.99592620878619,10500
984,./models\v1_20241125-174954_cf23c8f0_10600.pth,-86.6901385348538,10600
985,./models\v1_20241125-174954_cf23c8f0_10700.pth,-75.21665848655385,10700
986,./models\v1_20241125-174954_cf23c8f0_10800.pth,-89.38536449241437,10800
987,./models\v1_20241125-174954_cf23c8f0_10900.pth,-100.05360232306133,10900
988,./models\v1_20241125-174954_cf23c8f0_11000.pth,-90.05830661839649,11000
989,./models\v1_20241125-174954_cf23c8f0_11100.pth,-137.64822576749285,11100
990,./models\v1_20241125-174954_cf23c8f0_11200.pth,-134.2832646262154,11200
991,./models\v1_20241125-174954_cf23c8f0_11300.pth,-147.5956365495597,11300
992,./models\v1_20241125-174954_cf23c8f0_11400.pth,-140.63721943735493,11400
993,./models\v1_20241125-174954_cf23c8f0_11500.pth,-150.80635029488857,11500
994,./models\v1_20241125-174954_cf23c8f0_11600.pth,-130.1078376861329,11600
995,./models\v1_20241125-174954_cf23c8f0_11700.pth,-155.18599987173116,11700
996,./models\v1_20241125-174954_cf23c8f0_11800.pth,-118.5471068385304,11800
997,./models\v1_20241125-174954_cf23c8f0_11900.pth,-118.84504421258555,11900
998,./models\v1_20241125-174954_cf23c8f0_12000.pth,-169.91518112940088,12000
999,./models\v1_20241125-174954_cf23c8f0_12100.pth,-152.9456381553604,12100
1000,./models\v1_20241125-174954_cf23c8f0_12200.pth,-169.20538584540114,12200
1001,./models\v1_20241125-174954_cf23c8f0_12300.pth,-148.70961874799593,12300
1002,./models\v1_20241125-174954_cf23c8f0_12400.pth,-135.25719054656795,12400
1003,./models\v1_20241125-174954_cf23c8f0_12500.pth,-130.05026126107373,12500
1004,./models\v1_20241125-174954_cf23c8f0_12600.pth,-120.51589280925849,12600
1005,./models\v1_20241125-174954_cf23c8f0_12700.pth,-134.2267527090822,12700
1006,./models\v1_20241125-174954_cf23c8f0_12800.pth,-139.4417253573268,12800
1007,./models\v1_20241125-174954_cf23c8f0_12900.pth,-74.28649619940362,12900
1008,./models\v1_20241125-174954_cf23c8f0_13000.pth,-67.40383335418615,13000
1009,./models\v1_20241125-174954_cf23c8f0_13100.pth,-74.43655143462557,13100
1010,./models\v1_20241125-174954_cf23c8f0_13200.pth,-96.69332823527918,13200
1011,./models\v1_20241125-174954_cf23c8f0_13300.pth,-74.82772228152548,13300
1012,./models\v1_20241125-174954_cf23c8f0_13400.pth,-69.97009978549609,13400
1013,./models\v1_20241125-174954_cf23c8f0_13500.pth,-85.13863729469118,13500
1014,./models\v1_20241125-174954_cf23c8f0_13600.pth,-79.87682206266122,13600
1015,./models\v1_20241125-174954_cf23c8f0_13700.pth,-89.4086246620993,13700
1016,./models\v1_20241125-174954_cf23c8f0_13800.pth,-98.40855892953745,13800
1017,./models\v1_20241125-174954_cf23c8f0_13900.pth,-96.64929335738147,13900
1018,./models\v1_20241125-174954_cf23c8f0_14000.pth,-109.28738244901564,14000
1019,./models\v1_20241125-174954_cf23c8f0_14100.pth,-97.8665055971434,14100
1020,./models\v1_20241125-174954_cf23c8f0_14200.pth,-144.46936477416062,14200
1021,./models\v1_20241125-174954_cf23c8f0_14300.pth,-86.90876399395678,14300
1022,./models\v1_20241125-174954_cf23c8f0_14400.pth,-112.21715864591232,14400
1023,./models\v1_20241125-174954_cf23c8f0_14500.pth,-111.75001367971498,14500
1024,./models\v1_20241125-174954_cf23c8f0_14600.pth,-134.27542619396817,14600
1025,./models\v1_20241125-174954_cf23c8f0_14700.pth,-175.38808198476792,14700
1026,./models\v1_20241125-174954_cf23c8f0_14800.pth,-159.4752153021217,14800
1027,./models\v1_20241125-174954_cf23c8f0_14900.pth,-129.22678446812526,14900
1028,./models\v1_20241125-174954_cf23c8f0_15000.pth,-118.74461533891575,15000
1029,./models\v1_20241125-174954_cf23c8f0_15100.pth,-218.01368711405988,15100
1030,./models\v1_20241125-174954_cf23c8f0_15200.pth,-204.41019842248832,15200
1031,./models\v1_20241125-174954_cf23c8f0_15300.pth,-141.84128056317724,15300
1032,./models\v1_20241125-174954_cf23c8f0_15400.pth,-147.04565291679543,15400
1033,./models\v1_20241125-174954_cf23c8f0_15500.pth,-152.34297316043455,15500
1034,./models\v1_20241125-174954_cf23c8f0_15700.pth,-100.33262384884648,15700
1035,./models\v1_20241125-174954_cf23c8f0_15800.pth,-138.9120888176116,15800
1036,./models\v1_20241125-174954_cf23c8f0_15900.pth,-119.64224857490522,15900
1037,./models\v1_20241125-174954_cf23c8f0_16000.pth,-189.26788424943842,16000
1038,./models\v1_20241125-174954_cf23c8f0_16100.pth,-173.06542351533662,16100
1039,./models\v1_20241125-174954_cf23c8f0_16200.pth,-140.24259020730716,16200
1040,./models\v1_20241125-174954_cf23c8f0_16300.pth,-163.8144811086671,16300
1041,./models\v1_20241125-174954_cf23c8f0_16400.pth,-149.48938904997857,16400
1042,./models\v1_20241125-174954_cf23c8f0_16500.pth,-159.63178388766778,16500
1043,./models\v1_20241125-174954_cf23c8f0_16600.pth,-163.6647780585123,16600
1044,./models\v1_20241125-174954_cf23c8f0_5100.pth,-138.67059632237002,5100
1045,./models\v1_20241125-174954_cf23c8f0_5200.pth,-129.4918286888027,5200
1046,./models\v1_20241125-174954_cf23c8f0_5300.pth,-127.17618225394335,5300
1047,./models\v1_20241125-174954_cf23c8f0_5400.pth,-116.21903815886265,5400
1048,./models\v1_20241125-174954_cf23c8f0_5500.pth,-122.05960429419278,5500
1049,./models\v1_20241125-174954_cf23c8f0_5600.pth,-138.71239375152015,5600
1050,./models\v1_20241125-174954_cf23c8f0_5700.pth,-136.59390701280793,5700
1051,./models\v1_20241125-174954_cf23c8f0_5800.pth,-133.02565276275388,5800
1052,./models\v1_20241125-174954_cf23c8f0_5900.pth,-122.24087877258607,5900
1053,./models\v1_20241125-174954_cf23c8f0_6000.pth,-124.24012825783763,6000
1054,./models\v1_20241125-174954_cf23c8f0_6100.pth,-126.08308861028887,6100
1055,./models\v1_20241125-174954_cf23c8f0_6200.pth,-121.14819928676994,6200
1056,./models\v1_20241125-174954_cf23c8f0_6300.pth,-125.16424104086421,6300
1057,./models\v1_20241125-174954_cf23c8f0_6400.pth,-124.70672574032226,6400
1058,./models\v1_20241125-174954_cf23c8f0_6500.pth,-123.67290526571367,6500
1059,./models\v1_20241125-174954_cf23c8f0_6600.pth,-124.12667865198833,6600
1060,./models\v1_20241125-174954_cf23c8f0_6700.pth,-120.49700718784247,6700
1061,./models\v1_20241125-174954_cf23c8f0_6800.pth,-125.93026132352134,6800
1062,./models\v1_20241125-174954_cf23c8f0_6900.pth,-124.74607317897775,6900
1063,./models\v1_20241125-174954_cf23c8f0_7000.pth,-125.09020154353894,7000
1064,./models\v1_20241125-174954_cf23c8f0_7100.pth,-129.88243839802826,7100
1065,./models\v1_20241125-174954_cf23c8f0_7200.pth,-123.75711457947956,7200
1066,./models\v1_20241125-174954_cf23c8f0_7300.pth,-126.16363511614313,7300
1067,./models\v1_20241125-174954_cf23c8f0_7400.pth,-127.01294689676212,7400
1068,./models\v1_20241125-174954_cf23c8f0_7500.pth,-124.06429476794223,7500
1069,./models\v1_20241125-174954_cf23c8f0_7600.pth,-124.34654283841408,7600
1070,./models\v1_20241125-174954_cf23c8f0_7700.pth,-126.85097846139257,7700
1071,./models\v1_20241125-174954_cf23c8f0_7800.pth,-127.19228756018649,7800
1072,./models\v1_20241125-174954_cf23c8f0_7900.pth,-116.85043275354842,7900
1073,./models\v1_20241125-174954_cf23c8f0_8000.pth,-121.22180508855433,8000
1074,./models\v1_20241125-174954_cf23c8f0_8100.pth,-124.25584210707119,8100
1075,./models\v1_20241125-174954_cf23c8f0_8200.pth,-121.03539325302569,8200
1076,./models\v1_20241125-174954_cf23c8f0_8300.pth,-122.61385111536812,8300
1077,./models\v1_20241125-174954_cf23c8f0_8400.pth,-127.14360921654874,8400
1078,./models\v1_20241125-174954_cf23c8f0_8500.pth,-126.07272075772775,8500
1079,./models\v1_20241125-174954_cf23c8f0_8600.pth,-127.82976618591263,8600
1080,./models\v1_20241125-174954_cf23c8f0_8700.pth,-115.6258047622967,8700
1081,./models\v1_20241125-174954_cf23c8f0_8800.pth,-120.15791562034661,8800
1082,./models\v1_20241125-174954_cf23c8f0_8900.pth,-143.29005518604555,8900
1083,./models\v1_20241125-174954_cf23c8f0_9000.pth,-138.82802520649346,9000
1084,./models\v1_20241125-174954_cf23c8f0_9100.pth,-144.7629699082878,9100
1085,./models\v1_20241125-174954_cf23c8f0_9200.pth,-127.07098221202892,9200
1086,./models\v1_20241125-174954_cf23c8f0_9300.pth,-138.7978695989998,9300
1087,./models\v1_20241125-174954_cf23c8f0_9400.pth,-133.92327435661534,9400
1088,./models\v1_20241125-174954_cf23c8f0_9500.pth,-133.4388368690254,9500
1089,./models\v1_20241125-174954_cf23c8f0_9600.pth,-121.13143372664886,9600
1090,./models\v1_20241125-174954_cf23c8f0_9700.pth,-130.7566857096882,9700
1091,./models\v1_20241125-174954_cf23c8f0_9800.pth,-134.93161203097978,9800
1092,./models\v1_20241125-174954_cf23c8f0_9900.pth,-129.47094053902748,9900
1093,./models\v1_20241126-110522_eed5635b_16600.pth,-143.15614259948893,16600
1094,./models\v1_20241126-110649_eed5635b_16600.pth,-140.59883122566504,16600
1095,./models\v1_20241126-110649_eed5635b_16700.pth,-142.81440470991896,16700
1096,./models\v1_20241126-110649_eed5635b_16800.pth,-162.02120414287472,16800
1097,./models\v1_20241126-110649_eed5635b_16900.pth,-136.44935757068174,16900
1098,./models\v1_20241126-110649_eed5635b_17000.pth,-114.27756896707875,17000
1099,./models\v1_20241126-112038_eed5635b_17000.pth,-80.62004304758743,17000
1100,./models\v1_20241126-112038_eed5635b_17100.pth,-125.50618664590374,17100
1101,./models\v1_20241126-112038_eed5635b_17200.pth,-133.44050544159592,17200
1102,./models\v1_20241126-112038_eed5635b_17300.pth,-106.82436288708226,17300
1103,./models\v1_20241126-112038_eed5635b_17400.pth,-101.88981311804505,17400
1104,./models\v1_20241126-112038_eed5635b_17500.pth,-104.43865688473565,17500
1105,./models\v1_20241126-112038_eed5635b_17600.pth,-93.62002647544199,17600
1106,./models\v1_20241126-112038_eed5635b_17700.pth,-78.3378797380199,17700
1107,./models\v1_20241126-112038_eed5635b_17800.pth,-115.09828395823777,17800
1108,./models\v1_20241126-112038_eed5635b_17900.pth,-133.9949584560576,17900
1109,./models\v1_20241126-112038_eed5635b_18000.pth,-105.60836723013905,18000
1110,./models\v1_20241126-112038_eed5635b_18100.pth,-92.31436195600287,18100
1111,./models\v1_20241126-112038_eed5635b_18200.pth,-79.3394490315317,18200
1112,./models\v1_20241126-112038_eed5635b_18300.pth,-81.16726313871318,18300
1113,./models\v1_20241126-112038_eed5635b_18400.pth,-85.5343097577916,18400
1114,./models\v1_20241126-112038_eed5635b_18500.pth,-38.59662654553199,18500
1115,./models\v1_20241126-112038_eed5635b_18600.pth,-35.13663765488578,18600
1116,./models\v1_20241126-112038_eed5635b_18700.pth,-24.390668249766442,18700
1117,./models\v1_20241126-112038_eed5635b_18800.pth,-40.28425865614982,18800
1118,./models\v1_20241126-112038_eed5635b_18900.pth,-18.602761911242045,18900
1119,./models\v1_20241126-112038_eed5635b_19000.pth,-9.133241000568288,19000
1120,./models\v1_20241126-121928_eed5635b_19000.pth,-17.91945502373077,19000
1121,./models\v1_20241126-121928_eed5635b_19100.pth,-10.591582036174582,19100
1122,./models\v1_20241126-121928_eed5635b_19200.pth,-47.31933418415046,19200
1123,./models\v1_20241126-121928_eed5635b_19300.pth,-55.42735883402418,19300
1124,./models\v1_20241126-122232_ee4a799b_0.pth,-188.13572511638813,0
1125,./models\v1_20241126-122232_ee4a799b_100.pth,-602.1602574473746,100
1126,./models\v1_20241126-122232_ee4a799b_1000.pth,-595.8451657260746,1000
1127,./models\v1_20241126-122232_ee4a799b_1100.pth,-681.2209292397803,1100
1128,./models\v1_20241126-122232_ee4a799b_1200.pth,-306.5132717191493,1200
1129,./models\v1_20241126-122232_ee4a799b_1300.pth,-419.1140389857701,1300
1130,./models\v1_20241126-122232_ee4a799b_1400.pth,-748.6337570768959,1400
1131,./models\v1_20241126-122232_ee4a799b_1500.pth,-744.1390561477165,1500
1132,./models\v1_20241126-122232_ee4a799b_1600.pth,-723.5570295982269,1600
1133,./models\v1_20241126-122232_ee4a799b_1700.pth,-802.8351307658344,1700
1134,./models\v1_20241126-122232_ee4a799b_1800.pth,-765.8503196171315,1800
1135,./models\v1_20241126-122232_ee4a799b_1900.pth,-771.3619589473118,1900
1136,./models\v1_20241126-122232_ee4a799b_200.pth,-553.0285310059818,200
1137,./models\v1_20241126-122232_ee4a799b_2000.pth,-738.3004448570582,2000
1138,./models\v1_20241126-122232_ee4a799b_2100.pth,-783.8082687217305,2100
1139,./models\v1_20241126-122232_ee4a799b_2200.pth,-762.9220308323868,2200
1140,./models\v1_20241126-122232_ee4a799b_2300.pth,-767.4343691902326,2300
1141,./models\v1_20241126-122232_ee4a799b_2400.pth,-759.0436514851835,2400
1142,./models\v1_20241126-122232_ee4a799b_2500.pth,-759.9928608364582,2500
1143,./models\v1_20241126-122232_ee4a799b_2600.pth,-750.468806007627,2600
1144,./models\v1_20241126-122232_ee4a799b_2700.pth,-797.3284950033443,2700
1145,./models\v1_20241126-122232_ee4a799b_2800.pth,-815.6559229918544,2800
1146,./models\v1_20241126-122232_ee4a799b_2900.pth,-728.7057572549024,2900
1147,./models\v1_20241126-122232_ee4a799b_300.pth,-581.6482396854547,300
1148,./models\v1_20241126-122232_ee4a799b_3000.pth,-728.3077553556449,3000
1149,./models\v1_20241126-122232_ee4a799b_3100.pth,-762.5805757593034,3100
1150,./models\v1_20241126-122232_ee4a799b_3200.pth,-766.9864882054326,3200
1151,./models\v1_20241126-122232_ee4a799b_3300.pth,-760.9429358744756,3300
1152,./models\v1_20241126-122232_ee4a799b_3400.pth,-764.8098918042352,3400
1153,./models\v1_20241126-122232_ee4a799b_3500.pth,-762.6029421332527,3500
1154,./models\v1_20241126-122232_ee4a799b_3600.pth,-722.934688207166,3600
1155,./models\v1_20241126-122232_ee4a799b_3700.pth,-780.4788127892837,3700
1156,./models\v1_20241126-122232_ee4a799b_3800.pth,-766.259280494014,3800
1157,./models\v1_20241126-122232_ee4a799b_3900.pth,-735.565315950311,3900
1158,./models\v1_20241126-122232_ee4a799b_400.pth,-591.1970981581285,400
1159,./models\v1_20241126-122232_ee4a799b_4000.pth,-753.8195793446698,4000
1160,./models\v1_20241126-122232_ee4a799b_4100.pth,-775.387280284981,4100
1161,./models\v1_20241126-122232_ee4a799b_4200.pth,-779.6210365302269,4200
1162,./models\v1_20241126-122232_ee4a799b_4300.pth,-230.48917490274823,4300
1163,./models\v1_20241126-122232_ee4a799b_4400.pth,-136.6651492595086,4400
1164,./models\v1_20241126-122232_ee4a799b_4500.pth,-132.30268181147918,4500
1165,./models\v1_20241126-122232_ee4a799b_4600.pth,-171.43140714934088,4600
1166,./models\v1_20241126-122232_ee4a799b_4700.pth,-135.37162108793547,4700
1167,./models\v1_20241126-122232_ee4a799b_4800.pth,-134.2044588349996,4800
1168,./models\v1_20241126-122232_ee4a799b_4900.pth,-133.6811069925423,4900
1169,./models\v1_20241126-122232_ee4a799b_500.pth,-574.6577089450114,500
1170,./models\v1_20241126-122232_ee4a799b_5000.pth,-134.44602416884916,5000
1171,./models\v1_20241126-122232_ee4a799b_5100.pth,-130.65459231969268,5100
1172,./models\v1_20241126-122232_ee4a799b_5200.pth,-130.0530714905719,5200
1173,./models\v1_20241126-122232_ee4a799b_5300.pth,-133.01709104712398,5300
1174,./models\v1_20241126-122232_ee4a799b_5400.pth,-133.1947555634358,5400
1175,./models\v1_20241126-122232_ee4a799b_5500.pth,-133.2340856581137,5500
1176,./models\v1_20241126-122232_ee4a799b_600.pth,-619.3583324082422,600
1177,./models\v1_20241126-122232_ee4a799b_700.pth,-749.0390444331654,700
1178,./models\v1_20241126-122232_ee4a799b_800.pth,-586.3417003153111,800
1179,./models\v1_20241126-122232_ee4a799b_900.pth,-575.8406746953438,900
1180,./models\v1_20241126-151915_ee4a799b_19300.pth,-58.19521043062401,19300
1181,./models\v1_20241126-151915_ee4a799b_19400.pth,-75.37262834779048,19400
1182,./models\v1_20241126-151915_ee4a799b_19500.pth,-99.65022166786567,19500
1183,./models\v1_20241126-151915_ee4a799b_19600.pth,-114.3793838892895,19600
1184,./models\v1_20241126-151915_ee4a799b_19700.pth,-123.55109209107009,19700
1185,./models\v1_20241126-151915_ee4a799b_19800.pth,-105.13601606855131,19800
1186,./models\v1_20241126-151915_ee4a799b_19900.pth,-103.29423820040074,19900
1187,./models\v1_20241126-151915_ee4a799b_20000.pth,-92.08600345203034,20000
1188,./models\v1_20241126-151915_ee4a799b_20100.pth,-73.32217479880626,20100
1189,./models\v1_20241126-151915_ee4a799b_20200.pth,-40.0355205151968,20200
1190,./models\v1_20241126-151915_ee4a799b_20300.pth,-102.93970784449247,20300
1191,./models\v1_20241126-151915_ee4a799b_20400.pth,-103.96509302678106,20400
1192,./models\v1_20241126-151915_ee4a799b_20500.pth,-59.59131128704935,20500
1193,./models\v1_20241126-151915_ee4a799b_20600.pth,-37.427649722530724,20600
1194,./models\v1_20241126-151915_ee4a799b_20700.pth,5.329542413233411,20700
1195,./models\v1_20241126-151915_ee4a799b_20800.pth,15.252986588852943,20800
1196,./models\v1_20241126-151915_ee4a799b_20900.pth,-3.7224096812758076,20900
1197,./models\v1_20241126-151915_ee4a799b_21000.pth,38.30522157421065,21000
1198,./models\v1_20241126-151915_ee4a799b_21100.pth,34.54370253794315,21100
1199,./models\v1_20241126-151915_ee4a799b_21200.pth,38.842900947279205,21200
1200,./models\v1_20241126-151915_ee4a799b_21300.pth,46.445125556859374,21300
1201,./models\v1_20241126-151915_ee4a799b_21400.pth,37.540219488940394,21400
1202,./models\v1_20241126-151915_ee4a799b_21500.pth,43.67522515346004,21500
1203,./models\v1_20241126-151915_ee4a799b_21600.pth,56.16569642062626,21600
1204,./models\v1_20241126-151915_ee4a799b_21700.pth,62.376340139292694,21700
1205,./models\v1_20241126-151915_ee4a799b_21800.pth,55.064898152699726,21800
1206,./models\v1_20241126-151915_ee4a799b_21900.pth,54.866934972019855,21900
